Crime_Type,Latitude,Longitude,Date,Time,Weather,Population_Density
Fraud,27.66674681502380,91.31000675344300,2024-05-20,21:36,Clear,Medium
Homicide,34.58002701510420,68.60285863771710,2024-07-31,06:52,Stormy,Low
Vandalism,30.945071650417600,75.51150193148110,2024-01-11,05:40,Stormy,Medium
Fraud,28.911636341929600,72.1416628645771,2024-02-07,17:11,Clear,Medium
Arson,17.246551451269300,91.58868937409730,2024-04-26,09:08,Cloudy,High
Drug Offense,27.19069374025810,77.60772546032750,2024-07-28,03:35,Foggy,High
Assault,13.873691409046200,73.15145615217110,2024-06-25,21:45,Rainy,Low
Homicide,17.24663190502980,86.3322996107359,2024-02-10,06:12,Clear,Medium
Burglary,26.07874830951540,77.06688155528430,2024-06-25,23:03,Stormy,Medium
Vandalism,33.819625069930500,77.39915285083460,2024-04-15,11:22,Cloudy,Low
Burglary,14.089168484615300,86.15869611733560,2024-06-29,07:55,Foggy,Medium
Drug Offense,8.366102813989160,80.71516642376950,2024-04-25,16:29,Stormy,Low
Homicide,31.291213012011000,77.11897333067010,2024-01-05,10:21,Rainy,Medium
Assault,28.109105107508400,89.75542974105610,2024-06-07,22:01,Foggy,Low
Arson,31.82122395174990,89.80610825576620,2024-01-25,02:11,Rainy,Medium
Theft,13.23052941485550,71.41954303457170,2024-08-23,13:51,Rainy,Medium
Vandalism,19.371070589013200,73.07540788331340,2024-02-06,17:06,Rainy,Medium
Theft,31.660169137431900,88.39035097036670,2024-03-14,01:25,Foggy,Medium
Arson,8.631187291127270,68.2035211526791,2024-05-02,00:31,Clear,Medium
Burglary,12.241135370478500,81.1372240844372,2024-10-10,12:00,Cloudy,High
Vandalism,22.882419558867100,83.87490766159050,2024-09-21,00:05,Cloudy,Low
Assault,11.51196329369200,96.63796430463830,2024-12-01,10:35,Stormy,Medium
Robbery,27.73171466071070,71.6684109870616,2024-05-25,03:02,Cloudy,Medium
Fraud,14.691273506511700,75.89108332228160,2024-06-20,20:01,Rainy,Low
Burglary,25.028149389468100,83.583459932108,2024-07-19,06:55,Rainy,Low
Burglary,31.05629173474660,69.23682734852110,2024-03-04,05:16,Foggy,Low
Vandalism,17.42495547502770,88.89135704381080,2024-05-18,00:12,Foggy,Medium
Assault,17.557241733951400,89.46903465677620,2024-11-30,14:05,Rainy,High
Assault,32.485932641365900,93.81835928718440,2024-01-30,17:04,Cloudy,Medium
Assault,17.490649470884800,96.87761046106240,2024-01-19,12:37,Cloudy,Medium
Burglary,13.564818025871000,88.3178555952608,2024-11-11,19:05,Clear,High
Burglary,33.78795394388430,73.16024713673490,2024-11-09,08:43,Rainy,Low
Vandalism,29.05145680908860,71.22890574762100,2024-10-09,01:39,Stormy,Low
Robbery,17.44186494568000,82.0546718697649,2024-03-18,02:36,Foggy,High
Theft,32.036974564708400,88.91394276687020,2024-04-28,12:21,Cloudy,High
Robbery,34.55053105002440,86.23625843790020,2024-03-01,20:25,Clear,Low
Drug Offense,12.628091077407400,76.26406708237350,2024-12-19,19:46,Stormy,Medium
Burglary,23.283364685793400,72.1961689786692,2024-11-21,16:12,Clear,Low
Assault,16.467105775268500,79.64404315798090,2024-08-26,06:41,Rainy,Medium
Drug Offense,32.59526405083980,75.26681104551510,2024-06-17,20:37,Foggy,Medium
Theft,23.248850366049000,71.39741637360050,2024-11-25,07:41,Foggy,Medium
Robbery,15.186434953892600,81.60233271801290,2024-08-06,01:19,Foggy,Medium
Arson,20.37342442349870,94.4252127125003,2024-03-13,04:15,Foggy,Low
Robbery,30.214453075855900,76.52820561471920,2024-05-19,08:39,Stormy,Medium
Theft,20.226874775347300,88.80165819946140,2024-08-21,17:42,Cloudy,High
Arson,23.8480375162876,95.66378770881620,2024-01-05,21:54,Cloudy,Low
Homicide,14.360405952245900,70.24993103196350,2024-10-30,16:31,Cloudy,Medium
Homicide,23.559867496547000,73.61033971129970,2024-02-24,00:24,Rainy,Low
Arson,17.418813581964900,82.88335504178880,2024-01-11,23:13,Stormy,High
Assault,17.440124244020400,89.22482892069060,2024-11-14,04:31,Clear,High
Arson,8.999606286979800,94.28569240405970,2024-01-10,18:42,Clear,High
Burglary,15.882779626047000,78.17966072945100,2024-03-22,01:35,Clear,High
Robbery,10.678021425717700,70.56376832905970,2024-07-11,07:42,Cloudy,Medium
Drug Offense,35.53070879542060,89.95599482415250,2024-07-06,17:25,Stormy,Low
Vandalism,14.256432785996700,96.46886937788070,2024-07-24,17:14,Rainy,Low
Burglary,28.391018906628700,86.9927728551161,2024-06-08,09:46,Rainy,Medium
Arson,25.80395727429020,90.02882300225320,2024-06-19,19:41,Foggy,Low
Fraud,30.88628204922270,84.48187305097450,2024-04-17,22:16,Cloudy,Medium
Robbery,35.79073446244680,78.83893142949640,2024-12-22,12:44,Stormy,High
Homicide,9.52586677176251,86.12090136265770,2024-01-23,01:22,Cloudy,Medium
Fraud,33.49886807307490,83.4965332712077,2024-11-27,12:35,Cloudy,Low
Arson,13.044136589937200,83.1982430004332,2024-05-17,03:22,Clear,Low
Assault,12.983787350969100,82.96653015574220,2024-10-21,21:59,Stormy,High
Drug Offense,21.88161795229440,73.69426446902810,2024-01-24,23:41,Clear,High
Homicide,11.297426791958200,73.34733924242430,2024-02-14,12:23,Rainy,Low
Theft,31.724408174986800,79.06078182102240,2024-03-22,03:43,Clear,Low
Fraud,17.440124244020400,89.22482892069060,2024-07-08,21:22,Rainy,High
Theft,21.230401581911100,95.83813993542080,2024-11-17,19:50,Cloudy,High
Fraud,27.096396035668200,90.14963970816510,2024-07-31,15:26,Cloudy,Low
Robbery,31.645347330561800,83.80469178304010,2024-11-20,15:34,Stormy,High
Burglary,12.064805729531900,91.91302276920530,2024-02-22,04:07,Foggy,Low
Assault,23.886699918886600,81.69254445805470,2024-10-15,21:43,Stormy,Medium
Burglary,13.23052941485550,71.41954303457170,2024-05-11,09:22,Rainy,High
Theft,16.00901623632050,82.16545491947970,2024-11-21,01:27,Clear,High
Assault,29.679815621327100,88.9579774258274,2024-03-31,08:28,Clear,Low
Fraud,9.756539673346500,81.96680168499630,2024-11-06,18:12,Cloudy,Low
Theft,28.64379095045990,96.93989210686720,2024-08-11,02:29,Clear,High
Burglary,36.28279994881110,88.32446037585230,2024-04-23,06:59,Clear,Low
Vandalism,33.0759509783187,74.8352042485158,2024-09-15,09:05,Clear,Low
Burglary,10.887607568501600,81.67719337203100,2024-06-03,13:58,Stormy,High
Fraud,24.73725326841940,79.01193764177920,2024-09-01,12:04,Rainy,High
Assault,27.096396035668200,90.14963970816510,2024-07-27,21:36,Foggy,Medium
Arson,30.90527403113890,88.86160057668120,2024-05-08,12:29,Stormy,Medium
Theft,31.724408174986800,79.06078182102240,2024-06-07,19:26,Cloudy,Low
Assault,30.417016057214900,71.90360652346680,2024-10-15,22:03,Cloudy,Low
Drug Offense,22.060238755931800,82.09963284272230,2024-11-30,03:56,Cloudy,Medium
Robbery,16.85764859519780,87.40822046202880,2024-01-07,07:52,Cloudy,Low
Fraud,11.433562128065800,87.30183134860550,2024-10-09,16:26,Cloudy,Low
Vandalism,21.374043978088700,89.20154697444570,2024-02-29,18:52,Clear,Low
Arson,30.07434223673550,82.13773550015230,2024-12-06,03:21,Cloudy,High
Arson,21.67648921389200,82.6516142894199,2024-12-22,17:23,Rainy,High
Vandalism,34.050461336843400,69.30799078098530,2024-12-07,03:28,Foggy,High
Burglary,17.425083179040100,76.39376712817190,2024-11-24,11:17,Foggy,Low
Robbery,18.828544155400500,91.3029601721377,2024-12-06,06:41,Rainy,High
Fraud,28.510308301684300,94.36386153730480,2024-06-15,13:54,Rainy,Low
Arson,8.660054373690890,70.69460041538120,2024-05-23,23:18,Clear,Low
Vandalism,35.18223545145750,90.0371342686385,2024-07-29,13:12,Rainy,Medium
Drug Offense,12.694730114824000,71.4674190646052,2024-10-03,17:59,Foggy,Low
Assault,16.546967091622800,74.22405674597670,2024-02-18,07:38,Foggy,Medium
Drug Offense,32.87374017757100,94.96676140037060,2024-05-28,09:04,Cloudy,High
Burglary,21.55093226892330,70.22494278289050,2024-03-22,02:05,Clear,Low
Homicide,16.902930362557300,69.90497737523160,2024-05-11,19:16,Clear,High
Homicide,12.467597785362,81.8149453669578,2024-10-22,07:06,Stormy,Low
Arson,28.707285232255500,91.52702868782550,2024-03-20,14:58,Stormy,Low
Homicide,15.468160587285600,90.75211577979220,2024-01-17,10:29,Stormy,Medium
Homicide,12.939686072993000,68.35403070185550,2024-11-24,17:02,Rainy,Low
Robbery,33.22445481117170,85.54653859164180,2024-09-07,12:57,Clear,High
Drug Offense,33.97471841368110,71.86556991082730,2024-08-27,11:05,Stormy,Medium
Vandalism,36.51657660815190,70.95677661757280,2024-06-13,22:09,Stormy,High
Assault,8.660054373690890,70.69460041538120,2024-06-26,14:39,Foggy,High
Fraud,24.499299700741800,70.62247997216420,2024-04-09,21:15,Cloudy,High
Homicide,20.253223590875000,83.83546101666000,2024-09-21,10:23,Clear,Medium
Assault,12.855923475847600,84.80619854254590,2024-12-13,06:02,Foggy,Low
Robbery,23.654811484304300,80.89732508063970,2024-06-27,09:04,Foggy,High
Arson,13.805022392975500,80.21987078564810,2024-12-01,13:30,Cloudy,Low
Burglary,13.857243341756900,95.26789370460290,2024-01-03,13:09,Clear,Low
Arson,13.23052941485550,71.41954303457170,2024-03-01,13:11,Rainy,Medium
Burglary,13.23052941485550,71.41954303457170,2024-06-14,20:40,Clear,High
Homicide,12.694730114824000,71.4674190646052,2024-08-03,19:21,Clear,Medium
Drug Offense,8.999606286979800,94.28569240405970,2024-07-11,17:10,Rainy,Medium
Robbery,15.468160587285600,90.75211577979220,2024-09-13,19:44,Foggy,High
Vandalism,13.872488888103000,95.07349365356250,2024-04-19,03:58,Rainy,High
Vandalism,35.082329578083800,96.9658524165527,2024-04-03,22:22,Stormy,High
Arson,28.83725854845620,91.81952196622080,2024-10-04,02:07,Foggy,High
Arson,33.63563791430440,69.58544357879690,2024-01-17,23:21,Clear,High
Fraud,29.4947838639819,90.81886906254270,2024-07-06,09:09,Cloudy,Low
Burglary,32.955768491052500,85.73030182572530,2024-05-15,21:39,Cloudy,Low
Assault,22.42597763375150,81.5728695494088,2024-03-09,01:14,Stormy,High
Burglary,20.123389806942300,77.42292754037300,2024-07-08,02:43,Clear,Low
Fraud,26.711767709786100,86.44099242580620,2024-06-01,15:18,Clear,High
Burglary,17.425083179040100,76.39376712817190,2024-08-26,05:02,Stormy,Low
Burglary,16.776488250831700,77.96244642987780,2024-09-20,00:09,Stormy,High
Vandalism,9.367586390214140,83.67237138689920,2024-11-14,11:09,Rainy,High
Burglary,29.753068017753100,69.89186871352740,2024-05-10,09:38,Clear,Low
Robbery,32.63659849939850,69.62355687648170,2024-02-22,18:41,Foggy,Low
Vandalism,34.57618219813710,90.03492457955770,2024-06-19,21:40,Cloudy,Low
Fraud,15.376416977925400,76.4946087356797,2024-01-13,00:45,Cloudy,Low
Robbery,17.43313952596410,81.38795755322150,2024-09-03,05:11,Cloudy,Low
Burglary,23.42328550909850,76.01698028935590,2024-03-29,03:13,Cloudy,Medium
Theft,11.816602233685000,71.41883442684330,2024-11-30,04:32,Rainy,High
Robbery,29.207453148020400,83.63452640504940,2024-04-25,18:38,Clear,Low
Assault,10.559307813402900,86.23548847498780,2024-06-27,07:06,Rainy,High
Vandalism,13.315850543174900,95.55951408885300,2024-03-26,09:28,Cloudy,Low
Robbery,34.99768821025850,87.6617494005425,2024-10-04,10:35,Foggy,High
Theft,26.889997955920400,73.07651800456170,2024-02-09,09:42,Stormy,Medium
Vandalism,31.130165322287500,94.64907704581030,2024-08-13,21:29,Clear,Low
Homicide,27.096396035668200,90.14963970816510,2024-02-26,02:05,Clear,Medium
Homicide,17.095859393135800,94.27513754144210,2024-08-06,23:58,Foggy,Low
Robbery,34.04272665196550,73.30007191901070,2024-09-12,22:23,Stormy,Low
Assault,22.696591734389400,85.90808765030770,2024-01-09,01:33,Clear,Low
Burglary,25.80395727429020,90.02882300225320,2024-11-03,05:35,Rainy,Low
Robbery,25.193355843930600,90.47165625741640,2024-11-04,20:37,Clear,Low
Vandalism,21.214931608876800,94.68015395561150,2024-02-09,10:17,Rainy,High
Burglary,18.828544155400500,91.3029601721377,2024-05-01,16:06,Clear,Medium
Robbery,12.064805729531900,91.91302276920530,2024-03-30,00:29,Foggy,Low
Assault,34.65151425351770,74.5876450148295,2024-07-16,17:04,Rainy,High
Drug Offense,13.872488888103000,95.07349365356250,2024-05-21,18:36,Cloudy,Low
Theft,21.198472512221900,71.91000479848280,2024-11-16,08:39,Cloudy,High
Theft,19.31337363383630,77.57067752989470,2024-04-07,11:56,Cloudy,High
Burglary,14.457172206877000,86.5266678034721,2024-12-12,16:38,Foggy,High
Homicide,9.061291518991410,85.72517884185260,2024-07-21,23:00,Foggy,Low
Assault,26.508287168015600,84.8700213943824,2024-10-14,12:46,Foggy,Medium
Arson,16.254722529515200,94.38133139499790,2024-04-14,10:00,Foggy,High
Arson,28.487126855299800,91.89565863250020,2024-12-26,18:56,Stormy,Medium
Robbery,12.212777003083200,77.67907964897430,2024-05-30,13:46,Foggy,Low
Arson,9.365994809074860,74.53203783996310,2024-03-11,00:52,Rainy,Medium
Burglary,30.601035927342700,87.04664154753810,2024-02-09,08:23,Rainy,High
Vandalism,15.01936502319120,90.422830423415,2024-10-02,09:09,Stormy,Low
Assault,28.62533165080940,76.47065463477660,2024-01-14,02:51,Rainy,High
Drug Offense,9.188682460179830,96.91746466911030,2024-06-06,02:58,Rainy,Low
Vandalism,8.32905440929822,87.88685055858330,2024-04-08,00:04,Cloudy,Low
Homicide,23.33361810077000,71.4643439623846,2024-06-29,09:48,Foggy,High
Theft,32.3019304800741,77.88176456043640,2024-01-01,20:58,Clear,High
Arson,8.929953229814410,91.33216311354110,2024-08-19,19:30,Foggy,Medium
Robbery,21.41982286151990,93.73885480479080,2024-02-08,17:47,Cloudy,High
Robbery,23.982958607772900,96.22108635514830,2024-01-15,06:21,Rainy,High
Arson,11.01658932755160,72.04193219843980,2024-09-30,23:42,Rainy,High
Fraud,33.86209374097290,79.06532780212610,2024-02-25,22:41,Cloudy,Medium
Arson,22.018636896286500,87.21516407926600,2024-02-15,10:42,Clear,Medium
Homicide,19.732618935627200,88.42504781772080,2024-09-18,16:27,Cloudy,Medium
Assault,32.98889370659730,84.1026656422174,2024-01-28,18:32,Clear,Low
Robbery,10.754752544528200,94.12048402172560,2024-03-08,08:12,Rainy,Low
Theft,30.48051053366000,94.77599285273550,2024-01-17,18:02,Rainy,Medium
Robbery,20.370965155314700,94.97479624390540,2024-07-12,21:26,Stormy,Low
Burglary,34.65151425351770,74.5876450148295,2024-12-07,19:57,Foggy,Medium
Assault,14.256432785996700,96.46886937788070,2024-06-21,11:10,Clear,High
Vandalism,23.361130372449300,83.78182252291830,2024-04-12,05:54,Clear,Medium
Burglary,17.557241733951400,89.46903465677620,2024-09-09,20:59,Foggy,Medium
Theft,15.95495004794070,78.1953320077769,2024-06-27,04:22,Stormy,Medium
Homicide,30.07434223673550,82.13773550015230,2024-06-06,11:07,Stormy,High
Drug Offense,26.29317935428960,72.55446669884500,2024-09-04,13:53,Rainy,High
Fraud,34.24613637286550,89.38668801461840,2024-12-03,06:33,Clear,Medium
Assault,26.027671664822400,78.87595569708190,2024-04-27,10:27,Clear,Low
Robbery,11.52440738189650,83.68961383373010,2024-05-13,05:44,Clear,High
Arson,31.476556680790500,92.97793183638920,2024-02-06,07:30,Foggy,Medium
Arson,8.421372745748430,75.66819313411290,2024-12-11,01:31,Stormy,Low
Robbery,11.428460778781000,76.21544580959250,2024-03-04,12:39,Stormy,Medium
Arson,28.280435901223400,91.57624136010900,2024-08-27,03:37,Stormy,High
Burglary,32.67052100101030,92.16210779300350,2024-11-17,16:50,Rainy,High
Arson,25.37089666968450,79.86568218873390,2024-08-23,05:10,Foggy,High
Fraud,19.907185561836200,69.87508744251010,2024-08-12,22:15,Stormy,Medium
Robbery,35.00473091554230,95.1993197528297,2024-10-20,03:35,Rainy,Medium
Drug Offense,22.24571623587020,96.24928964510320,2024-11-15,03:03,Foggy,Low
Fraud,11.297426791958200,73.34733924242430,2024-12-13,02:33,Cloudy,High
Robbery,35.19485104846300,92.26059587679470,2024-12-15,02:35,Rainy,High
Homicide,32.94803666454930,68.7244000223496,2024-01-26,11:46,Stormy,Low
Vandalism,21.668547091196200,86.70440227026500,2024-02-16,07:36,Foggy,Low
Drug Offense,15.776907353384000,75.62798544953600,2024-02-24,12:53,Foggy,Low
Fraud,11.585596905270400,76.77780207120580,2024-07-12,07:48,Stormy,Medium
Arson,31.387890164219000,69.0314061245538,2024-12-10,11:16,Stormy,Low
Robbery,24.078577762739000,87.3650865196054,2024-05-08,11:01,Foggy,High
Homicide,19.00808834126030,74.4509357873854,2024-07-19,17:27,Stormy,Medium
Homicide,36.91992443244670,84.3617902095055,2024-03-28,13:14,Foggy,Medium
Fraud,31.604666931340100,92.33518387779270,2024-11-28,09:39,Clear,High
Vandalism,32.320351176686700,69.06517749550880,2024-08-11,10:32,Cloudy,Low
Theft,20.69291756921530,94.14921838497600,2024-01-27,10:28,Foggy,Medium
Vandalism,10.694372987700300,73.72952628686080,2024-06-03,10:02,Foggy,High
Theft,23.938722912964300,93.58509680510600,2024-05-22,03:45,Rainy,Medium
Burglary,35.77695488320200,78.82921591995370,2024-08-07,12:31,Stormy,Low
Drug Offense,10.455667305052600,91.49235034487740,2024-11-19,20:16,Foggy,High
Assault,21.41982286151990,93.73885480479080,2024-09-26,19:04,Foggy,Low
Robbery,8.259607141383320,92.46466362330140,2024-08-15,15:37,Stormy,High
Homicide,9.236670821263490,83.13779505584920,2024-04-16,16:10,Clear,Medium
Theft,17.44186494568000,82.0546718697649,2024-01-02,13:12,Cloudy,High
Burglary,19.027965409341700,82.77382529804100,2024-08-28,02:08,Clear,Low
Burglary,32.92495751982040,78.92700254771320,2024-02-19,11:36,Cloudy,Medium
Theft,27.936410403150100,93.87949076574990,2024-10-03,08:27,Rainy,Low
Assault,26.839549548570100,69.63758855045560,2024-09-24,21:55,Cloudy,Medium
Robbery,12.74794168497000,92.1364923179435,2024-03-21,17:07,Foggy,Low
Robbery,36.03177031903120,92.80265655393920,2024-10-26,06:46,Stormy,High
Burglary,31.14497813498940,77.46919193635260,2024-01-20,02:55,Clear,Low
Arson,10.880507026986000,96.46057886457550,2024-11-03,09:09,Clear,Medium
Assault,23.248850366049000,71.39741637360050,2024-10-12,17:53,Clear,High
Robbery,18.729120928476700,96.98343102548970,2024-05-18,16:07,Cloudy,Medium
Robbery,18.585138204674400,68.56675763465620,2024-12-15,15:32,Rainy,High
Drug Offense,21.238866044500700,74.98648586212720,2024-09-14,06:07,Cloudy,Low
Assault,24.395848224124800,68.28350539727870,2024-12-21,23:19,Stormy,High
Burglary,9.367586390214140,83.67237138689920,2024-07-13,21:23,Stormy,Low
Arson,19.348477780184500,68.99248894256080,2024-08-12,09:40,Rainy,High
Assault,30.946926137470000,75.6636458468733,2024-09-10,02:07,Cloudy,Low
Arson,20.082199028644600,79.76677119424960,2024-12-26,13:38,Foggy,High
Vandalism,27.490912845679600,72.79642555926830,2024-03-22,19:08,Clear,Medium
Vandalism,28.68403090128520,76.40900185765980,2024-01-30,08:43,Rainy,Low
Drug Offense,9.322314798009680,78.54244493323790,2024-12-12,11:20,Clear,Medium
Burglary,9.90551280384235,89.18676102269980,2024-06-28,05:55,Foggy,Low
Theft,9.196193417606970,75.28753306190980,2024-07-14,16:24,Rainy,High
Robbery,12.168935595932800,95.25767463811000,2024-06-21,04:33,Clear,Low
Vandalism,12.212777003083200,77.67907964897430,2024-05-17,14:46,Rainy,Low
Fraud,33.92304884053580,73.63292461517650,2024-03-06,00:49,Foggy,High
Fraud,25.93317469876680,81.76949043181140,2024-02-07,12:18,Rainy,Low
Fraud,30.1380169021301,74.73417129784540,2024-01-23,13:10,Cloudy,High
Vandalism,16.280812350256400,83.41726889909960,2024-12-06,02:37,Cloudy,Medium
Theft,28.911636341929600,72.1416628645771,2024-08-05,08:51,Clear,Low
Homicide,24.729479718820000,93.44594688602560,2024-05-23,21:37,Foggy,High
Theft,8.366102813989160,80.71516642376950,2024-02-08,20:59,Stormy,High
Theft,19.00961487058610,87.63195495739110,2024-03-09,21:43,Foggy,High
Vandalism,34.150850298523700,89.22366849896910,2024-10-26,05:52,Rainy,Medium
Robbery,26.60718430207730,75.51322099683720,2024-08-16,08:17,Stormy,High
Burglary,23.909810188747700,87.78247989575080,2024-04-13,21:02,Clear,High
Assault,14.23889795541900,96.38412849661640,2024-07-29,02:15,Clear,High
Vandalism,34.57618219813710,90.03492457955770,2024-04-14,05:13,Rainy,High
Homicide,31.476556680790500,92.97793183638920,2024-07-31,13:27,Clear,Medium
Burglary,30.337792144433400,88.86631084530950,2024-01-13,10:58,Foggy,Low
Robbery,26.023194942201200,72.34712181877230,2024-10-08,10:45,Clear,Low
Homicide,30.863843004246400,86.58212398509360,2024-12-04,17:31,Clear,High
Burglary,23.982958607772900,96.22108635514830,2024-02-04,22:59,Foggy,Medium
Homicide,35.375660447187000,78.38349018955530,2024-03-25,05:45,Rainy,Medium
Burglary,19.283682729201700,77.44718255571260,2024-02-26,10:51,Clear,High
Vandalism,33.86209374097290,79.06532780212610,2024-01-29,17:22,Clear,Low
Theft,18.746202021504700,82.18487492908180,2024-04-23,01:28,Clear,High
Assault,8.73827474695974,76.45314303141680,2024-04-20,16:33,Rainy,Medium
Burglary,23.8480375162876,95.66378770881620,2024-07-14,23:12,Cloudy,Medium
Theft,24.39273637249150,70.36942680377940,2024-06-26,04:06,Rainy,High
Robbery,28.509344916220700,71.97304806473750,2024-03-20,07:03,Cloudy,Low
Homicide,16.27290170546920,90.96244225035540,2024-09-27,04:58,Stormy,High
Vandalism,36.88300906636510,73.76736229879780,2024-09-02,19:50,Stormy,Medium
Vandalism,18.420794291997200,88.44298036157800,2024-12-20,08:06,Rainy,High
Homicide,27.73171466071070,71.6684109870616,2024-03-04,03:24,Foggy,High
Robbery,9.318034949110410,94.0310377781293,2024-09-20,09:25,Clear,Medium
Burglary,23.556023279536900,96.12066301626870,2024-03-23,11:59,Cloudy,Low
Arson,35.91529406707040,70.21810975607630,2024-12-16,02:13,Stormy,Low
Burglary,15.666780416013400,94.8406481305067,2024-01-26,04:52,Clear,High
Arson,9.318034949110410,94.0310377781293,2024-08-24,08:31,Foggy,Low
Burglary,18.729120928476700,96.98343102548970,2024-12-25,18:09,Cloudy,High
Homicide,23.61723514701600,74.52355818554170,2024-09-13,15:19,Cloudy,High
Burglary,15.666780416013400,94.8406481305067,2024-06-17,22:50,Stormy,Low
Vandalism,13.885782910083500,87.92373832683800,2024-11-25,20:34,Clear,Low
Fraud,16.467105775268500,79.64404315798090,2024-08-31,18:59,Clear,High
Arson,12.459608451954800,96.67405897535880,2024-02-11,11:54,Cloudy,Low
Fraud,22.307631271959600,83.39385607901590,2024-05-25,06:18,Rainy,Low
Theft,21.122031468277200,80.16266537460570,2024-02-27,10:10,Cloudy,High
Arson,19.717400648494600,82.30652440580720,2024-11-19,19:26,Cloudy,High
Robbery,26.94439032783990,78.51365797462840,2024-12-13,02:08,Foggy,Low
Robbery,19.907185561836200,69.87508744251010,2024-05-21,00:01,Cloudy,Low
Drug Offense,23.3812556955393,92.65413682132770,2024-06-30,12:19,Rainy,Medium
Fraud,19.00808834126030,74.4509357873854,2024-11-13,07:33,Clear,Medium
Assault,33.523675939196300,88.79617010715910,2024-02-17,15:05,Cloudy,Low
Theft,15.77212420370010,93.93745702461640,2024-09-02,05:23,Foggy,Medium
Homicide,17.120461710200900,70.56110731100110,2024-02-21,21:49,Clear,Low
Fraud,17.397534293025900,87.02815402156260,2024-01-26,00:46,Clear,Low
Homicide,17.473092058384000,90.51078161068370,2024-03-27,02:06,Clear,High
Assault,27.401356603164600,86.68400904044870,2024-12-05,15:24,Foggy,Medium
Assault,26.711767709786100,86.44099242580620,2024-03-13,04:50,Foggy,Medium
Homicide,11.01658932755160,72.04193219843980,2024-08-11,09:21,Foggy,High
Theft,23.954452322185000,69.6395561687251,2024-09-24,19:03,Clear,Low
Robbery,32.82639367852610,68.75617997506310,2024-12-13,20:55,Foggy,Low
Homicide,12.286968123566100,70.76869833384870,2024-10-28,13:34,Cloudy,Low
Robbery,23.726979507983900,87.32108980304780,2024-11-25,03:36,Stormy,High
Homicide,31.784610672254300,90.55075571924800,2024-08-26,04:31,Cloudy,Medium
Vandalism,26.219351130217000,84.2077868681283,2024-09-30,18:21,Clear,High
Assault,19.31337363383630,77.57067752989470,2024-09-14,16:06,Foggy,Medium
Fraud,12.74794168497000,92.1364923179435,2024-12-14,10:19,Cloudy,High
Fraud,32.955768491052500,85.73030182572530,2024-05-24,13:09,Foggy,High
Arson,22.33332965167160,89.38563738137360,2024-03-21,16:36,Rainy,High
Assault,9.211089287189700,89.50402994558860,2024-03-14,13:18,Cloudy,Low
Assault,13.873691409046200,73.15145615217110,2024-01-07,03:17,Cloudy,High
Burglary,10.256243643786900,73.35723480257870,2024-07-24,21:06,Cloudy,Low
Theft,33.97471841368110,71.86556991082730,2024-09-22,16:39,Clear,High
Homicide,29.62861748080040,71.97384194923640,2024-06-02,09:56,Clear,Low
Drug Offense,33.88172921254950,68.5631048891867,2024-12-25,06:40,Clear,Medium
Assault,34.240869131120100,80.11433476867360,2024-03-04,00:49,Rainy,Low
Robbery,13.857243341756900,95.26789370460290,2024-10-06,11:19,Foggy,Medium
Assault,20.902193965356200,72.44140664259080,2024-12-04,12:00,Rainy,Medium
Homicide,30.502677847725200,70.50081149183170,2024-10-06,21:52,Cloudy,High
Homicide,36.8503195737356,87.46342442022320,2024-09-25,15:19,Rainy,Low
Arson,23.39793026605110,88.4520333891713,2024-07-21,04:22,Rainy,High
Arson,26.093200071873000,89.28476639032440,2024-07-25,04:41,Rainy,Medium
Fraud,14.977240538584100,94.70970567511960,2024-05-10,09:07,Clear,Low
Burglary,17.61321233366430,79.49469287072400,2024-04-07,05:10,Rainy,Low
Fraud,8.152801815130510,90.38139355308470,2024-09-26,10:27,Cloudy,Medium
Theft,34.81301721179660,79.94895718047520,2024-07-29,13:29,Rainy,Medium
Robbery,18.456971232271100,76.210797785634,2024-07-15,18:06,Stormy,High
Assault,35.74704431255450,84.87238795224480,2024-02-03,12:25,Clear,Medium
Arson,15.389243450711500,96.67915019808020,2024-04-19,19:58,Cloudy,Medium
Vandalism,9.709194671768090,82.35489567242690,2024-04-29,11:47,Cloudy,High
Burglary,28.509344916220700,71.97304806473750,2024-02-19,08:42,Clear,Medium
Theft,15.389243450711500,96.67915019808020,2024-07-03,03:36,Stormy,Medium
Assault,25.732345602618400,79.49981060973550,2024-02-06,11:16,Cloudy,Medium
Arson,8.32905440929822,87.88685055858330,2024-09-20,08:02,Rainy,Low
Theft,16.577225868329800,79.29315038817970,2024-05-22,15:37,Clear,Low
Burglary,8.491608825111420,93.49322426855760,2024-10-01,16:23,Cloudy,High
Homicide,26.76576224421980,87.97455426979940,2024-05-09,00:09,Rainy,Low
Theft,16.92903793658180,85.89359596940820,2024-12-03,06:01,Cloudy,High
Arson,26.839549548570100,69.63758855045560,2024-11-07,16:13,Cloudy,Low
Burglary,23.33361810077000,71.4643439623846,2024-05-13,05:05,Rainy,High
Robbery,19.348477780184500,68.99248894256080,2024-06-03,07:32,Cloudy,Low
Robbery,23.26756412067360,88.66408886613810,2024-03-06,15:17,Cloudy,Medium
Fraud,23.53398778518930,93.67567834944830,2024-01-22,15:16,Rainy,Medium
Burglary,27.490912845679600,72.79642555926830,2024-07-17,06:15,Foggy,Medium
Burglary,12.831286410046300,81.32747599415680,2024-11-10,01:44,Clear,High
